path	transcript	t1	t2
ordS01-06	а / как вот ее сделать? вот какие будут последствия?	168.374	172.387
ordS01-06	Значит / общая привычка / так / это что?	193.015	196.666
ordS01-06	это не к вам / да? а...а!	218.28199999999998	220.073
ordS01-06	помню(?) у нас в принципе золотые руки *Н / как человек работает! обалденно!	224.375	229.748
ordS01-06	да? а сколько примерно вот это все может стоить? # да	229.748	233.834
ordS01-06	скажи-ка  мне / красотка / сколько у нас стоит резекция?	248.629	251.762
ordS01-06	а это срочно надо сделать?	289.073	291.048
ordS01-06	понимаете / как срочно? оно вот так как бы и будет / то хуже то лучше то хуже то лу ... @ а //	291.048	295.529
ordS01-06	это хронический процесс  #  то есть не может быть совсем хуже чтобы там совсем уже?	295.529	299.098
ordS01-06	нет может на фоне какого-нибудь допустим простудного заболевания там или такого переохлаждения резкого или стресса  может обостриться и может даже начать там распухать @ (?) заболевания *П ага	299.098	309.502
ordS01-06	ну-ка дайте попробую(?) //	314.306	315.645
ordS01-06	ну-ка дайте-ка еще / вот на четвертый у вас депульпирован / но каналы просто пустые просто понимаете они вообще их блин @  (?) а //	320.235	329.085
ordS01-06	как-то я не знаю как их пломбировали так что они вообще пустыми оказались? так //	329.085	333.899
ordS01-06	а четверка розовая такая у вас вот она потому что ее лечили резакци(?)-фармалиновым методом //	355.201	359.452
ordS01-06	а что такое свищ?	359.452	360.699
ordS01-06	и чего с ним делать?	366.003	366.944
ordS01-06	а...а / но все равно резать надо / все равно рэзать надо #  что что ? ... надо надо надо понимаете тут очаг хронической инфекции //	383.413	391.361
ordS01-06	да / а вот эта гранулема вы говорите то что небольшая или это ...?	413.532	417.469
ordS01-06	ну там / там  небольшая не такая как в шестерке но там в любом случае каналы переделывать надо поскольку в каналах пломбировки нету @ (?)	417.469	423.378
ordS01-06	ну конешно конешно конешно / конешно @ (?)	430.32	433.31
ordS01-06	а может быть сделать четверку?	433.31	434.737
ordS01-06	это у вас сначала записаться / да?	457.966	459.842
ordS01-06	по телефону можно / аха # по телефону да да / по 301 знаете есть он у вас / нет?	461.832	465.412
ordS01-06	давайте или у вас резинка есть?	469.54200000000003	472.064
ordS01-06	мне наверное / танечка будь ласка это самое спроси у анечки письмо(?) по(?) эволюции(?) //	477.8	484.778
ordS01-06	а выхода(?) есть / е...есть //	484.778	486.831
ordS01-06	но этот сеанс(?) же на один день да / то есть ?	504.407	506.422
ordS01-06	да / приходите и уходите довольно ничего страшного / ничего страшного абсолютно @ (?)	506.43	510.53
ordS01-06	то есть / плохо что ли будет?	517.852	519.047
ordS01-06	у меня в принципе как бы не очень сложная работа в общей сложности (?) //	523.288	526.699
ordS01-06	ну на четыре тысячи да / рассчитывать а подорожаний у вас никаких не намечается? нет / подорожаний не будет //	547.008	552.82
ordS01-06	давайте ждем потому что свищ у вас даст(?) ещё хорошо //	563.16	565.984
ordS01-06	каспуси(?) //	572.026	572.574
ordS100-03	ну что ?	00.780	01.240
ordS100-03	вообще никак ?	10.639	11.384
ordS100-03	она так ещё спросила / пиво хотите брать ? я говорю / пиво в любом случае брать !	38.564	42.551
ordS100-03	ладно / иди / я *Н схожу(?) //	50.971	52.578
ordS100-03	там(:) () пирогов не(:) ... (э-э) ну / с капустой я взял ... # я *Н(булочку) возьму(?) ? # два / там ещё один остался //	79.765	85.364
ordS100-03	Серёж% / тебе на выходные с... купить ?	100.538	102.144
ordS100-03	слышал же ?	120.288	120.971
ordS100-03	ну это да(:) / () экспорт накроется // # и будут там финны(:) () *Н (тухнуть?) со своим сыром(:) ... # я имею в виду ...	128.881	133.065
ordS100-03	танцевать с Мэри-Джейн ?	166.762	168.004
ordS100-03	что за группа ?	195.865	198.164
ordS100-03	чего ?	197.131	197.392
ordS100-03	м ?	217.52100000000002	217.738
ordS100-03	даже тебе уже эти снятся истории(?) //	245.769	247.928
ordS100-03	знаешь / где это ?	305.303	306.037
